2026-06-04 11:45:11 | INFO     | etl_pipeline | Mode: SYNTHETIC
2026-06-04 11:45:12 | DEBUG    | etl_pipeline | Generating synthetic NAV for scheme_code=120716
2026-06-04 11:45:12 | DEBUG    | etl_pipeline | Raw CSV saved: nav_raw_120716.csv (1305 rows)
2026-06-04 11:45:12 | DEBUG    | etl_pipeline | Processed CSV saved: nav_processed_120716.csv (1305 rows)
2026-06-04 11:45:12 | DEBUG    | etl_pipeline | nav_history: 1305 rows inserted for scheme 120716
2026-06-04 11:45:12 | INFO     | etl_pipeline | [17/19] Processing: HDFC Index Fund - Nifty 50 Plan - Regular Plan (120684)
2026-06-04 11:45:12 | DEBUG    | etl_pipeline | Generating synthetic NAV for scheme_code=120684
2026-06-04 11:45:12 | DEBUG    | etl_pipeline | Raw CSV saved: nav_raw_120684.csv (1305 rows)
2026-06-04 11:45:12 | DEBUG    | etl_pipeline | Processed CSV saved: nav_processed_120684.csv (1305 rows)
2026-06-04 11:45:12 | DEBUG    | etl_pipeline | nav_history: 1305 rows inserted for scheme 120684
2026-06-04 11:45:12 | INFO     | etl_pipeline | [18/19] Processing: Mirae Asset Cash Management Fund - Regular Plan -  (101305)
2026-06-04 11:45:12 | DEBUG    | etl_pipeline | Generating synthetic NAV for scheme_code=101305
2026-06-04 11:45:12 | DEBUG    | etl_pipeline | Raw CSV saved: nav_raw_101305.csv (1305 rows)
2026-06-04 11:45:12 | DEBUG    | etl_pipeline | Processed CSV saved: nav_processed_101305.csv (1305 rows)
2026-06-04 11:45:12 | DEBUG    | etl_pipeline | nav_history: 1305 rows inserted for scheme 101305
2026-06-04 11:45:12 | INFO     | etl_pipeline | [19/19] Processing: HDFC Liquid Fund - Regular Plan - Growth (100012)
2026-06-04 11:45:12 | DEBUG    | etl_pipeline | Generating synthetic NAV for scheme_code=100012
2026-06-04 11:45:12 | DEBUG    | etl_pipeline | Raw CSV saved: nav_raw_100012.csv (1305 rows)
2026-06-04 11:45:12 | DEBUG    | etl_pipeline | Processed CSV saved: nav_processed_100012.csv (1305 rows)
2026-06-04 11:45:12 | DEBUG    | etl_pipeline | nav_history: 1305 rows inserted for scheme 100012
2026-06-04 11:45:13 | INFO     | etl_pipeline | Combined CSV saved: nav_all_funds.csv (24795 rows, 21 cols)
2026-06-04 11:45:13 | INFO     | etl_pipeline | Combined CSV saved: nav_all_funds_export.csv (24795 rows, 21 cols)
2026-06-04 11:45:13 | INFO     | etl_pipeline | Combined CSV saved: analytics_ready.csv (24795 rows, 20 cols)
2026-06-04 11:45:13 | INFO     | etl_pipeline | Quality report saved: quality_report_20260604_114513.json
2026-06-04 11:45:13 | INFO     | etl_pipeline | ============================================================
2026-06-04 11:45:13 | INFO     | etl_pipeline | ETL PIPELINE COMPLETE
2026-06-04 11:45:13 | INFO     | etl_pipeline |   Funds loaded   : 19 / 19
2026-06-04 11:45:13 | INFO     | etl_pipeline |   NAV rows loaded: 24795
2026-06-04 11:45:13 | INFO     | etl_pipeline |   Errors         : 0
2026-06-04 11:45:13 | INFO     | etl_pipeline | ============================================================
2026-06-04 11:46:01 | INFO     | etl_pipeline | SQLite schema initialised: /private/var/folders/z_/ss05619n0mj7kptywdjpdd_40000gn/T/pytest-of-tokalapranav/pytest-0/test_schema_created0/test_bluestock.db
2026-06-04 11:46:01 | INFO     | etl_pipeline | SQLite schema initialised: /private/var/folders/z_/ss05619n0mj7kptywdjpdd_40000gn/T/pytest-of-tokalapranav/pytest-0/test_fund_master_loaded0/test_bluestock.db
2026-06-04 11:46:01 | INFO     | etl_pipeline | fund_master loaded: 19 funds
2026-06-04 11:46:01 | INFO     | etl_pipeline | SQLite schema initialised: /private/var/folders/z_/ss05619n0mj7kptywdjpdd_40000gn/T/pytest-of-tokalapranav/pytest-0/test_nav_history_loaded0/test_bluestock.db
2026-06-04 11:46:01 | INFO     | etl_pipeline | fund_master loaded: 19 funds
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | nav_history: 1305 rows inserted for scheme 120503
2026-06-04 11:46:01 | INFO     | etl_pipeline | SQLite schema initialised: /private/var/folders/z_/ss05619n0mj7kptywdjpdd_40000gn/T/pytest-of-tokalapranav/pytest-0/test_nav_history_no_duplicate_0/test_bluestock.db
2026-06-04 11:46:01 | INFO     | etl_pipeline | fund_master loaded: 19 funds
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | nav_history: 1305 rows inserted for scheme 120503
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | nav_history: 0 rows inserted for scheme 120503
2026-06-04 11:46:01 | INFO     | etl_pipeline | SQLite schema initialised: /private/var/folders/z_/ss05619n0mj7kptywdjpdd_40000gn/T/pytest-of-tokalapranav/pytest-0/test_benchmark_nav_loaded0/test_bluestock.db
2026-06-04 11:46:01 | INFO     | etl_pipeline | benchmark_nav loaded: 1305 rows for Nifty 50 TRI
2026-06-04 11:46:01 | INFO     | etl_pipeline | SQLite schema initialised: /private/var/folders/z_/ss05619n0mj7kptywdjpdd_40000gn/T/pytest-of-tokalapranav/pytest-0/test_etl_run_log_entry0/test_bluestock.db
2026-06-04 11:46:01 | INFO     | etl_pipeline | SQLite schema initialised: /Users/tokalapranav/Desktop/bluestock_mf_capstone/datasets/db/bluestock_mf.db
2026-06-04 11:46:01 | INFO     | etl_pipeline | ETL Pipeline initialised  [source=synthetic, funds=2]
2026-06-04 11:46:01 | INFO     | etl_pipeline | ============================================================
2026-06-04 11:46:01 | INFO     | etl_pipeline | ETL PIPELINE START  2026-06-04T11:46:01.250630
2026-06-04 11:46:01 | INFO     | etl_pipeline | ============================================================
2026-06-04 11:46:01 | INFO     | etl_pipeline | fund_master loaded: 2 funds
2026-06-04 11:46:01 | INFO     | etl_pipeline | Loading 2 benchmark series
2026-06-04 11:46:01 | INFO     | etl_pipeline | benchmark_nav loaded: 1305 rows for Nifty 100 TRI
2026-06-04 11:46:01 | INFO     | etl_pipeline | benchmark_nav loaded: 1305 rows for BSE 100 TRI
2026-06-04 11:46:01 | INFO     | etl_pipeline | Combined CSV saved: benchmark_nav.csv (2610 rows, 3 cols)
2026-06-04 11:46:01 | INFO     | etl_pipeline | [1/2] Processing: Mirae Asset Large Cap Fund - Regular Plan - Growth (120503)
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | Generating synthetic NAV for scheme_code=120503
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | Raw CSV saved: nav_raw_120503.csv (1305 rows)
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | Processed CSV saved: nav_processed_120503.csv (1305 rows)
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | nav_history: 0 rows inserted for scheme 120503
2026-06-04 11:46:01 | INFO     | etl_pipeline | [2/2] Processing: Axis Bluechip Fund - Regular Plan - Growth (100033)
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | Generating synthetic NAV for scheme_code=100033
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | Raw CSV saved: nav_raw_100033.csv (1305 rows)
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | Processed CSV saved: nav_processed_100033.csv (1305 rows)
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | nav_history: 0 rows inserted for scheme 100033
2026-06-04 11:46:01 | INFO     | etl_pipeline | Combined CSV saved: nav_all_funds.csv (2610 rows, 21 cols)
2026-06-04 11:46:01 | INFO     | etl_pipeline | Combined CSV saved: nav_all_funds_export.csv (2610 rows, 21 cols)
2026-06-04 11:46:01 | INFO     | etl_pipeline | Combined CSV saved: analytics_ready.csv (2610 rows, 20 cols)
2026-06-04 11:46:01 | INFO     | etl_pipeline | Quality report saved: quality_report_20260604_114601.json
2026-06-04 11:46:01 | INFO     | etl_pipeline | ============================================================
2026-06-04 11:46:01 | INFO     | etl_pipeline | ETL PIPELINE COMPLETE
2026-06-04 11:46:01 | INFO     | etl_pipeline |   Funds loaded   : 2 / 2
2026-06-04 11:46:01 | INFO     | etl_pipeline |   NAV rows loaded: 0
2026-06-04 11:46:01 | INFO     | etl_pipeline |   Errors         : 0
2026-06-04 11:46:01 | INFO     | etl_pipeline | ============================================================
2026-06-04 11:46:01 | INFO     | etl_pipeline | SQLite schema initialised: /Users/tokalapranav/Desktop/bluestock_mf_capstone/datasets/db/bluestock_mf.db
2026-06-04 11:46:01 | INFO     | etl_pipeline | ETL Pipeline initialised  [source=synthetic, funds=1]
2026-06-04 11:46:01 | INFO     | etl_pipeline | ============================================================
2026-06-04 11:46:01 | INFO     | etl_pipeline | ETL PIPELINE START  2026-06-04T11:46:01.409178
2026-06-04 11:46:01 | INFO     | etl_pipeline | ============================================================
2026-06-04 11:46:01 | INFO     | etl_pipeline | fund_master loaded: 1 funds
2026-06-04 11:46:01 | INFO     | etl_pipeline | Loading 1 benchmark series
2026-06-04 11:46:01 | INFO     | etl_pipeline | benchmark_nav loaded: 1305 rows for Nifty 100 TRI
2026-06-04 11:46:01 | INFO     | etl_pipeline | Combined CSV saved: benchmark_nav.csv (1305 rows, 3 cols)
2026-06-04 11:46:01 | INFO     | etl_pipeline | [1/1] Processing: Mirae Asset Large Cap Fund - Regular Plan - Growth (120503)
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | Generating synthetic NAV for scheme_code=120503
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | Raw CSV saved: nav_raw_120503.csv (1305 rows)
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | Processed CSV saved: nav_processed_120503.csv (1305 rows)
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | nav_history: 0 rows inserted for scheme 120503
2026-06-04 11:46:01 | INFO     | etl_pipeline | Combined CSV saved: nav_all_funds.csv (1305 rows, 21 cols)
2026-06-04 11:46:01 | INFO     | etl_pipeline | Combined CSV saved: nav_all_funds_export.csv (1305 rows, 21 cols)
2026-06-04 11:46:01 | INFO     | etl_pipeline | Combined CSV saved: analytics_ready.csv (1305 rows, 20 cols)
2026-06-04 11:46:01 | INFO     | etl_pipeline | Quality report saved: quality_report_20260604_114601.json
2026-06-04 11:46:01 | INFO     | etl_pipeline | ============================================================
2026-06-04 11:46:01 | INFO     | etl_pipeline | ETL PIPELINE COMPLETE
2026-06-04 11:46:01 | INFO     | etl_pipeline |   Funds loaded   : 1 / 1
2026-06-04 11:46:01 | INFO     | etl_pipeline |   NAV rows loaded: 0
2026-06-04 11:46:01 | INFO     | etl_pipeline |   Errors         : 0
2026-06-04 11:46:01 | INFO     | etl_pipeline | ============================================================
2026-06-04 11:46:01 | INFO     | etl_pipeline | SQLite schema initialised: /Users/tokalapranav/Desktop/bluestock_mf_capstone/datasets/db/bluestock_mf.db
2026-06-04 11:46:01 | INFO     | etl_pipeline | ETL Pipeline initialised  [source=synthetic, funds=2]
2026-06-04 11:46:01 | INFO     | etl_pipeline | ============================================================
2026-06-04 11:46:01 | INFO     | etl_pipeline | ETL PIPELINE START  2026-06-04T11:46:01.491363
2026-06-04 11:46:01 | INFO     | etl_pipeline | ============================================================
2026-06-04 11:46:01 | INFO     | etl_pipeline | fund_master loaded: 2 funds
2026-06-04 11:46:01 | INFO     | etl_pipeline | Loading 2 benchmark series
2026-06-04 11:46:01 | INFO     | etl_pipeline | benchmark_nav loaded: 1305 rows for Nifty 100 TRI
2026-06-04 11:46:01 | INFO     | etl_pipeline | benchmark_nav loaded: 1305 rows for BSE 100 TRI
2026-06-04 11:46:01 | INFO     | etl_pipeline | Combined CSV saved: benchmark_nav.csv (2610 rows, 3 cols)
2026-06-04 11:46:01 | INFO     | etl_pipeline | [1/2] Processing: Mirae Asset Large Cap Fund - Regular Plan - Growth (120503)
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | Generating synthetic NAV for scheme_code=120503
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | Raw CSV saved: nav_raw_120503.csv (1305 rows)
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | Processed CSV saved: nav_processed_120503.csv (1305 rows)
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | nav_history: 0 rows inserted for scheme 120503
2026-06-04 11:46:01 | INFO     | etl_pipeline | [2/2] Processing: Axis Bluechip Fund - Regular Plan - Growth (100033)
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | Generating synthetic NAV for scheme_code=100033
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | Raw CSV saved: nav_raw_100033.csv (1305 rows)
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | Processed CSV saved: nav_processed_100033.csv (1305 rows)
2026-06-04 11:46:01 | DEBUG    | etl_pipeline | nav_history: 0 rows inserted for scheme 100033
2026-06-04 11:46:01 | INFO     | etl_pipeline | Combined CSV saved: nav_all_funds.csv (2610 rows, 21 cols)
2026-06-04 11:46:01 | INFO     | etl_pipeline | Combined CSV saved: nav_all_funds_export.csv (2610 rows, 21 cols)
2026-06-04 11:46:01 | INFO     | etl_pipeline | Combined CSV saved: analytics_ready.csv (2610 rows, 20 cols)
2026-06-04 11:46:01 | INFO     | etl_pipeline | Quality report saved: quality_report_20260604_114601.json
2026-06-04 11:46:01 | INFO     | etl_pipeline | ============================================================
2026-06-04 11:46:01 | INFO     | etl_pipeline | ETL PIPELINE COMPLETE
2026-06-04 11:46:01 | INFO     | etl_pipeline |   Funds loaded   : 2 / 2
2026-06-04 11:46:01 | INFO     | etl_pipeline |   NAV rows loaded: 0
2026-06-04 11:46:01 | INFO     | etl_pipeline |   Errors         : 0
2026-06-04 11:46:01 | INFO     | etl_pipeline | ============================================================
