date,scheme_code,nav,daily_return,log_return
2022-06-20,100016,457.6317,-0.005076238144247847,-0.0050891660096025965
2022-06-21,100016,458.7099,0.002356043080057546,0.0023532719622883984
2022-06-22,100016,460.4075,0.003700813956707849,0.003693982793458765
2022-06-23,100016,456.9604,-0.0074870630908489,-0.007515231836572262
2022-06-24,100016,462.3501,0.011794676300178386,0.01172566124906565
2022-06-27,100016,458.6076,-0.008094515389960977,-0.008127453847311908
2022-06-28,100016,452.344,-0.013657863498119038,-0.013751990144329339
2022-06-29,100016,454.0998,0.0038815591673593275,0.0038740453538393545
2022-06-30,100016,451.0707,-0.006670560083928745,-0.0066929077060573295
2022-07-01,100016,452.584,0.0033549064481466218,0.0033492913048574534
2022-07-04,100016,443.3196,-0.020470012196630916,-0.020682426646715817
2022-07-05,100016,449.0289,0.01287851924435568,0.012796296302755117
2022-07-06,100016,451.9322,0.006465730824897875,0.00644491765408123
2022-07-07,100016,446.2213,-0.012636630007775596,-0.012717151280963838
2022-07-08,100016,440.6669,-0.012447635287692438,-0.012525756056004153
2022-07-11,100016,447.4448,0.01538100547147958,0.015263916906986403
2022-07-12,100016,444.7739,-0.0059692279360492595,-0.005987114993930518
2022-07-13,100016,441.7416,-0.006817621267794727,-0.006840967418316884
2022-07-14,100016,433.2246,-0.019280502447584724,-0.019468795520744365
2022-07-15,100016,432.1093,-0.00257441521095525,-0.0025777347162082515
2022-07-18,100016,431.4649,-0.0014912893566512153,-0.0014924024353764496
2022-07-19,100016,434.4201,0.006849224583506119,0.006825875200952923
2022-07-20,100016,429.3142,-0.011753369606977149,-0.01182298648176188
2022-07-21,100016,423.8151,-0.012809033570285067,-0.012891776572116867
2022-07-22,100016,425.7236,0.004503142997972498,0.0044930341857992075
2022-07-25,100016,429.7419,0.009438753219224827,0.009394486518368774
2022-07-26,100016,424.047,-0.013251907714839861,-0.013340497772531443
2022-07-27,100016,428.3319,0.010104776121514725,0.010054064206850701
2022-07-28,100016,428.6948,0.0008472401892083425,0.000846881483831347
2022-07-29,100016,433.0659,0.010196298158970052,0.01014466658159876
2022-08-01,100016,433.0211,-0.00010344845899901145,-0.0001034538101598955
2022-08-02,100016,423.7137,-0.021494102712315777,-0.021728465298879698
2022-08-03,100016,423.3646,-0.0008239053870573443,-0.0008242449836438726
2022-08-04,100016,427.5619,0.009914149647844761,0.00986532689176517
2022-08-05,100016,424.424,-0.0073390542983367,-0.007366117651580272
2022-08-08,100016,423.1925,-0.0029015795525229038,-0.0029057972951924676
2022-08-09,100016,422.7537,-0.001036880379496341,-0.0010374183118368407
2022-08-10,100016,412.293,-0.024744195024194893,-0.025055478317976942
2022-08-11,100016,418.6311,0.015372805262277023,0.015255840882054911
2022-08-12,100016,415.5307,-0.0074060431726166165,-0.00743360407281515
2022-08-15,100016,417.6036,0.004988560412022336,0.004976158771651301
2022-08-16,100016,417.4997,-0.00024880053716003214,-0.00024883149314836186
2022-08-17,100016,422.3739,0.011674738927956119,0.011607114982480045
2022-08-18,100016,424.1079,0.004105367306076468,0.00409696327894458
2022-08-19,100016,423.4485,-0.0015547930137588262,-0.0015560029587219225
2022-08-22,100016,420.3416,-0.007337137810146888,-0.007364186996054765
2022-08-23,100016,423.5281,0.007580739094108058,0.00755214968648636
2022-08-24,100016,416.803,-0.015878757513373976,-0.01600617561092107
2022-08-25,100016,419.4003,0.006231481059397304,0.006212145665155029
2022-08-26,100016,415.5691,-0.009134948162888845,-0.009176927651059421
2022-08-29,100016,420.401,0.011627187873208156,0.011560111562845195
2022-08-30,100016,421.2166,0.0019400524737096525,0.0019381730023653745
2022-08-31,100016,423.8348,0.006215804410367287,0.006196565978528182
2022-09-01,100016,424.3603,0.001239869873828292,0.001239101869927331
2022-09-02,100016,418.068,-0.014827730115187565,-0.014938759818022082
2022-09-05,100016,415.1206,-0.007050049274280656,-0.007075018296095401
2022-09-06,100016,417.805,0.006466554538608671,0.0064457360757606726
2022-09-07,100016,418.6355,0.001987769413960949,0.0019857964144854444
2022-09-08,100016,423.2368,0.01099118445521241,0.01093122037144816
2022-09-09,100016,424.9639,0.004080694306355159,0.004072390854910584
2022-09-12,100016,421.5737,-0.007977618804797415,-0.008009610263063046
2022-09-13,100016,418.8403,-0.006483801053054239,-0.0065049121942052646
2022-09-14,100016,419.437,0.0014246480102320103,0.0014236341620591046
2022-09-15,100016,411.1759,-0.019695687314185473,-0.019892232371063714
2022-09-16,100016,417.5046,0.015391709484918747,0.015274458720317291
2022-09-19,100016,419.3505,0.004421268651890298,0.004411523556874857
2022-09-20,100016,424.1319,0.011401917965997432,0.011337406009581937
2022-09-21,100016,418.4765,-0.013334059522521091,-0.013423756334966697
2022-09-22,100016,423.3133,0.011558116166618726,0.011491831404346273
2022-09-23,100016,431.9494,0.02040120166316539,0.02019588492414906
2022-09-26,100016,427.1671,-0.011071435682049824,-0.01113318018256081
2022-09-27,100016,430.305,0.007345837261343302,0.007318988005474806
2022-09-28,100016,430.5313,0.0005259060433877583,0.0005257678032699411
2022-09-29,100016,424.9261,-0.013019262478709326,-0.013104755928267283
2022-09-30,100016,426.9974,0.004874494647422178,0.004862652764925634
2022-10-03,100016,430.3701,0.007898642942556489,0.00786761195706893
2022-10-04,100016,428.3154,-0.00477426289605154,-0.0047856960937277685
2022-10-05,100016,432.9656,0.010856952610155846,0.010798439038574548
2022-10-06,100016,426.8679,-0.014083566916170631,-0.014183681435955563
2022-10-07,100016,421.495,-0.012586797929757698,-0.012666682707725268
2022-10-10,100016,422.2208,0.0017219658596188125,0.001720484976184719
2022-10-11,100016,422.5333,0.0007401340720305516,0.0007398603078813828
2022-10-12,100016,420.0881,-0.005786999509861168,-0.0058038090741898436
2022-10-13,100016,423.3166,0.007685292680273514,0.00765591125901404
2022-10-14,100016,425.5227,0.0052114658390434165,0.0051979331473589775
2022-10-17,100016,428.9765,0.008116605765097873,0.00808384328124206
2022-10-18,100016,428.7321,-0.0005697281785831398,-0.0005698905353509547
2022-10-19,100016,431.2389,0.005847007956716999,0.005829980546390032
2022-10-20,100016,429.769,-0.0034085515012676204,-0.0034143738472116095
2022-10-21,100016,437.8501,0.018803357152330724,0.01862875932025901
2022-10-24,100016,434.9481,-0.006627839070951436,-0.006649900731113814
2022-10-25,100016,443.3278,0.01926597679125397,0.01908273764098026
2022-10-26,100016,443.6931,0.0008239952468580558,0.0008236559491483073
2022-10-27,100016,438.5694,-0.01154784692392119,-0.011615041107873546
2022-10-28,100016,444.122,0.012660710026737076,0.012581233355258915
2022-10-31,100016,444.8448,0.0016274807372749223,0.001626157825647452
2022-11-01,100016,448.4277,0.00805426971384171,0.008022007201736927
2022-11-02,100016,453.5279,0.011373516845636367,0.011309324671560768
2022-11-03,100016,455.1164,0.0035025408580156014,0.0034964212470797815
2022-11-04,100016,452.9791,-0.004696161245782315,-0.004707222855995913
2022-11-07,100016,457.1295,0.009162453631966772,0.009120733002274757
2022-11-08,100016,457.3685,0.0005228277763740241,0.0005226911495516076
2022-11-09,100016,460.3808,0.00658615536487539,0.006564561405886458
2022-11-10,100016,451.9519,-0.018308539365672893,-0.01847821487061576
2022-11-11,100016,453.9711,0.004467732075028152,0.004457781387077846
2022-11-14,100016,451.6546,-0.005102747729976542,-0.005115811205871077
2022-11-15,100016,458.5248,0.015211181287647646,0.015096651234110038
2022-11-16,100016,461.2893,0.006029117727111011,0.006011015321410766
2022-11-17,100016,462.5046,0.0026345722738418953,0.002631107871786548
2022-11-18,100016,464.7322,0.004816384528932183,0.004804822857741096
2022-11-21,100016,460.8957,-0.008255291972452117,-0.008289555596339968
2022-11-22,100016,467.7825,0.014942209267736928,0.014831674190763663
2022-11-23,100016,476.316,0.01824245242179856,0.018078055215254
2022-11-24,100016,478.216,0.003988948513172108,0.003981013751955061
2022-11-25,100016,485.221,0.014648192448600605,0.014541943986142652
2022-11-28,100016,483.0407,-0.004493416402010619,-0.004503542141653392
2022-11-29,100016,479.9044,-0.0064928276230139526,-0.006513997713872567
2022-11-30,100016,480.3253,0.0008770496790611038,0.0008766652957237696
2022-12-01,100016,482.4201,0.004361211037603008,0.004351728516931589
2022-12-02,100016,480.9949,-0.002954271598550773,-0.002958644072663943
2022-12-05,100016,483.5309,0.005272405175190009,0.005258554709206687
2022-12-06,100016,485.0894,0.0032231652620340334,0.003217981999568775
2022-12-07,100016,481.0854,-0.00825414861672924,-0.00828840272397821
2022-12-08,100016,483.5409,0.005104083391431091,0.0050911017121093635
2022-12-09,100016,487.4889,0.008164769515877524,0.008131618112056137
2022-12-12,100016,488.4785,0.0020299949393718375,0.0020279372838611833
2022-12-13,100016,493.7241,0.01073865072874236,0.010681400911509832
2022-12-14,100016,488.7036,-0.010168634668633825,-0.010220688411799673
2022-12-15,100016,490.9778,0.004653536417575044,0.004642742191575228
2022-12-16,100016,486.1873,-0.009757060298856701,-0.009804972320076823
2022-12-19,100016,481.6822,-0.00926618198377449,-0.00930938010960086
2022-12-20,100016,479.2566,-0.005035685354368602,-0.005048407144454604
2022-12-21,100016,475.5366,-0.007762021430690713,-0.007792302716808672
2022-12-22,100016,473.4881,-0.0043077651646582504,-0.0043170703175726705
2022-12-23,100016,472.8386,-0.0013717345800242642,-0.0013726762691668346
2022-12-26,100016,476.5883,0.00793019013253149,0.007898911429980478
2022-12-27,100016,475.4855,-0.002313946859375249,-0.002316628171483656
2022-12-28,100016,469.1246,-0.013377695008575441,-0.013467982500263792
2022-12-29,100016,474.1097,0.01062638795748505,0.010570324713768033
2022-12-30,100016,470.8654,-0.006842931076921577,-0.006866451289322009
2023-01-02,100016,470.8644,-2.123749164861799e-06,-2.1237514200202494e-06
2023-01-03,100016,472.9663,0.0044639178498098175,0.0044539841197905475
2023-01-04,100016,474.0441,0.002278809293600803,0.0022762167455704944
2023-01-05,100016,478.8877,0.0102176147746591,0.010165767817888397
2023-01-06,100016,481.1631,0.004751427109111361,0.004740174708554734
2023-01-09,100016,477.7684,-0.007055196044750689,-0.0070802016226114844
2023-01-10,100016,487.2879,0.0199249259683143,0.01972902259557147
2023-01-11,100016,488.3757,0.0022323558619041783,0.0022298678576097362
2023-01-12,100016,487.9931,-0.0007834132615525125,-0.0007837202900856566
2023-01-13,100016,492.4132,0.009057710037293498,0.009016935015659774
2023-01-16,100016,493.7523,0.0027194640598586783,0.0027157730077469766
2023-01-17,100016,495.7495,0.0040449431830495985,0.004036784394197264
2023-01-18,100016,507.0277,0.0227497960159313,0.022494878380693757
2023-01-19,100016,506.06,-0.0019085742258262428,-0.0019103978743624766
2023-01-20,100016,504.9042,-0.00228391890289692,-0.002286531023680347
2023-01-23,100016,505.6844,0.001545243632356419,0.001544050971890662
2023-01-24,100016,510.7491,0.010015535381356466,0.009965712300572485
2023-01-25,100016,504.268,-0.012689400725326871,-0.012770598805350286
2023-01-26,100016,495.8578,-0.01667803628229425,-0.016818680704202588
2023-01-27,100016,493.5515,-0.004651131836587052,-0.0046619820070558
2023-01-30,100016,486.7415,-0.013797952189386509,-0.013894028728425056
2023-01-31,100016,485.1715,-0.003225531416573224,-0.0032307446563638216
2023-02-01,100016,487.5779,0.004959895624536914,0.004947635863612266
2023-02-02,100016,484.0122,-0.007313087816326336,-0.007339959533335438
2023-02-03,100016,478.2065,-0.011994945581950245,-0.01206746543961227
2023-02-06,100016,478.7459,0.0011279645927020354,0.0011273289186078499
2023-02-07,100016,482.6505,0.008155892301114243,0.008122812751945074
2023-02-08,100016,475.7347,-0.014328794852590088,-0.01443244333010506
2023-02-09,100016,479.4358,0.007779756238088131,0.007749649979945452
2023-02-10,100016,483.1532,0.007753697158201511,0.007723791733986636
2023-02-13,100016,487.4872,0.008970239667252411,0.008930246057651366
2023-02-14,100016,493.0082,0.011325425570148262,0.011261773081466269
2023-02-15,100016,502.9354,0.020135973397602758,0.019935925664109226
2023-02-16,100016,501.6171,-0.002621211392158984,-0.002624652781795436
2023-02-17,100016,502.3612,0.001483402380022536,0.001482303225569964
2023-02-20,100016,500.7778,-0.0031519153947398015,-0.003156893142445967
2023-02-21,100016,501.045,0.0005335699785413706,0.0005334276806953593
2023-02-22,100016,508.1265,0.014133461066371256,0.014034514916698777
2023-02-23,100016,502.3938,-0.011282033115769474,-0.011346158013728326
2023-02-24,100016,498.8505,-0.007052833852646989,-0.007077822649193733
2023-02-27,100016,505.2068,0.012741893613417155,0.012661398737270025
2023-02-28,100016,510.0352,0.009557274367645086,0.009511892542884889
2023-03-01,100016,508.6667,-0.00268314814350068,-0.002686754237381094
2023-03-02,100016,512.7785,0.008083485708814786,0.008050989343355514
2023-03-03,100016,514.5893,0.0035313493057917977,0.0035251287322093164
2023-03-06,100016,521.7123,0.013842106705289181,0.013747179736022248
2023-03-07,100016,522.3246,0.0011736353541980105,0.001172947182614737
2023-03-08,100016,527.3425,0.009606861327228211,0.009561008866532376
2023-03-09,100016,540.0526,0.024102172686631507,0.023816299654109647
2023-03-10,100016,543.1889,0.005807397279450122,0.005790599351321046
2023-03-13,100016,543.7057,0.0009514185580743462,0.0009509662463071602
2023-03-14,100016,547.4632,0.006910907867988314,0.006887137000218355
2023-03-15,100016,545.984,-0.0027019167681041623,-0.002705573533550863
2023-03-16,100016,557.892,0.02181016293517768,0.021575723975078433
2023-03-17,100016,559.067,0.002106142407491074,0.0021039275988271973
2023-03-20,100016,558.0108,-0.0018892190023735989,-0.0018910058274169406
2023-03-21,100016,554.1991,-0.006830871373815661,-0.00685430856762711
2023-03-22,100016,559.8766,0.010244513208339745,0.010192393839044344
2023-03-23,100016,564.466,0.008197163446373557,0.008163749179370258
2023-03-24,100016,562.2856,-0.003862765870752072,-0.0038702456187280822
2023-03-27,100016,565.443,0.005615295856767233,0.005599588855195607
2023-03-28,100016,558.258,-0.012706851088438498,-0.012788273605297475
2023-03-29,100016,559.4579,0.0021493646306904868,0.0021470580510617883
2023-03-30,100016,561.9861,0.0045190174274059025,0.004508837325999885
2023-03-31,100016,570.8065,0.015695050108890607,0.015573156572385286
2023-04-03,100016,567.2319,-0.00626236736967789,-0.006282058242914064
2023-04-04,100016,561.1622,-0.01070056179844614,-0.010758224527826894
2023-04-05,100016,557.0355,-0.007353845287512262,-0.007381018106197846
2023-04-06,100016,550.7921,-0.011208262310032246,-0.011271548209689631
2023-04-07,100016,557.6109,0.012379988747115211,0.012303983340886327
2023-04-10,100016,565.5706,0.014274649222244307,0.014173725714944872
2023-04-11,100016,567.4627,0.0033454709279443495,0.003339887289879712
2023-04-12,100016,573.9037,0.011350525770239983,0.011286591886551064
2023-04-13,100016,574.8786,0.0016987170495676995,0.001697275861643287
2023-04-14,100016,574.693,-0.0003228507723196383,-0.00032290289985014293
2023-04-17,100016,573.3032,-0.002418334658678689,-0.002421263552923198
2023-04-18,100016,572.031,-0.002219070118569033,-0.0022215359031725838
2023-04-19,100016,564.5669,-0.013048418704580511,-0.013134297190240018
2023-04-20,100016,566.1761,0.0028503265069206307,0.002846272028886187
2023-04-21,100016,566.2668,0.00016019750745388528,0.0001601846772034192
2023-04-24,100016,570.2955,0.0071144909078193486,0.007089302316155445
2023-04-25,100016,571.0606,0.0013415851957452318,0.0013406860744019256
2023-04-26,100016,570.536,-0.0009186415592321584,-0.0009190637689820857
2023-04-27,100016,566.4614,-0.007141705343746807,-0.007167329393850569
2023-04-28,100016,567.1145,0.001152947049878339,0.0011522829168528867
2023-05-01,100016,571.1134,0.007051309744328327,0.007026565511180118
2023-05-02,100016,565.6753,-0.009521926818736759,-0.009567550209951084
2023-05-03,100016,566.404,0.0012881948354470651,0.0012873658243555248
2023-05-04,100016,567.8622,0.002574487468308906,0.0025711791523754177
2023-05-05,100016,564.5686,-0.005799998661647265,-0.005816883975404359
2023-05-08,100016,561.939,-0.004657715643413329,-0.00466859660100521
2023-05-09,100016,563.3736,0.002552946138282053,0.0025496929069960548
2023-05-10,100016,558.0581,-0.009435124400575479,-0.00947991715962246
2023-05-11,100016,560.0718,0.003608405648085844,0.0036019109713550644
2023-05-12,100016,555.9534,-0.007353342910676908,-0.00738051200771971
2023-05-15,100016,561.4787,0.0099384228965953,0.00988936156546527
2023-05-16,100016,573.4711,0.021358601849010395,0.02113370361797179
2023-05-17,100016,569.4279,-0.007050398877990416,-0.0070753703820903196
2023-05-18,100016,572.4122,0.005240874217789404,0.005227188631970221
2023-05-19,100016,569.0487,-0.005876010329619041,-0.005893342005737979
2023-05-22,100016,574.5931,0.009743278562977187,0.009696118903431588
2023-05-23,100016,568.5103,-0.01058627400851142,-0.010642707238984861
2023-05-24,100016,571.2196,0.004765612865765156,0.004754293281696276
2023-05-25,100016,567.1312,-0.007157317430984467,-0.007183053903650425
2023-05-26,100016,566.3889,-0.0013088682125053097,-0.0013097255286617247
2023-05-29,100016,561.5519,-0.008540068493573916,-0.008576743834409047
2023-05-30,100016,565.9312,0.007798566793202788,0.007768315149043831
2023-05-31,100016,562.059,-0.006842174455128136,-0.0068656894546345205
2023-06-01,100016,565.0931,0.005398187734739768,0.005383669743123607
2023-06-02,100016,563.6716,-0.002515514700144217,-0.002518683923181252
2023-06-05,100016,563.3934,-0.0004935497903388875,-0.0004936716261263267
2023-06-06,100016,564.4191,0.001820575107908562,0.0018189198697325768
2023-06-07,100016,560.929,-0.0061835256815370165,-0.006202722854854353
2023-06-08,100016,562.2606,0.0023739189808336114,0.0023711056866451315
2023-06-09,100016,570.1945,0.014110716632109721,0.014012087208523821
2023-06-12,100016,566.5874,-0.006326086975584566,-0.006346181454905888
2023-06-13,100016,572.7685,0.010909349554896641,0.010850271878696987
2023-06-14,100016,580.6856,0.013822512934981601,0.013727853295033534
2023-06-15,100016,576.8184,-0.006659713965698533,-0.0066819888119012995
2023-06-16,100016,569.7576,-0.012240940996334326,-0.012316478379956839
2023-06-19,100016,571.5717,0.0031839856107227504,0.0031789274624084377
2023-06-20,100016,569.1125,-0.004302522325720481,-0.004311804809867327
2023-06-21,100016,578.8674,0.017140547782731996,0.01699530592766836
2023-06-22,100016,579.3439,0.0008231591552745332,0.0008228205455841138
2023-06-23,100016,575.5565,-0.006537395146475111,-0.006558857503869727
2023-06-26,100016,570.057,-0.009555100150897444,-0.009601043013674832
2023-06-27,100016,575.8598,0.01017933294389839,0.010127872461920331
2023-06-28,100016,573.262,-0.004511167475138911,-0.004521373496748453
2023-06-29,100016,573.7795,0.0009027285953020492,0.0009023213808946275
2023-06-30,100016,578.9351,0.008985333215982827,0.00894520530545
2023-07-03,100016,576.7654,-0.003747743054446029,-0.0037547834393208026
2023-07-04,100016,576.8293,0.00011079027972193956,0.00011078414293215937
2023-07-05,100016,577.0426,0.000369780106523665,0.0003697117547096496
2023-07-06,100016,580.8301,0.006563640188783415,0.006542193297817559
2023-07-07,100016,584.1654,0.005742298823700809,0.005725874670744522
2023-07-10,100016,583.3333,-0.0014244253425484965,-0.0014254408007375473
2023-07-11,100016,583.962,0.001077771490158419,0.0010771911114389127
2023-07-12,100016,582.3508,-0.00275908363900379,-0.002762896926000898
2023-07-13,100016,575.1079,-0.012437348759545053,-0.012515339925232634
2023-07-14,100016,576.7133,0.002791476173427787,0.0027875872393778255
2023-07-17,100016,586.7206,0.017352296192926442,0.017203464350624764
2023-07-18,100016,582.4661,-0.007251322009147132,-0.007277740635371894
2023-07-19,100016,578.8072,-0.006281738971590012,-0.006301552111406484
2023-07-20,100016,574.6758,-0.007137782667527293,-0.007163378509326955
2023-07-21,100016,578.6584,0.0069301682792282104,0.006906265035164718
2023-07-24,100016,581.2514,0.004481054798478601,0.004471044764957556
